Event	ID	Name			Wwise Object Path	Notes
	177530825	Play_SFX_Leech			\Default Work Unit\Play_SFX_Leech	
	371496061	Play_SFX_GardenSnip			\Default Work Unit\Play_SFX_GardenSnip	
	395357022	Play_SFX_ButtonClick			\Default Work Unit\Play_SFX_ButtonClick	
	709050168	Play_SFX_LiquidPouring			\Default Work Unit\Play_SFX_LiquidPouring	
	723141557	Play_SFX_VillagerCured			\Default Work Unit\Play_SFX_VillagerCured	
	857508468	Play_SFX_VillagerGotSick			\Default Work Unit\Play_SFX_VillagerGotSick	
	1193561773	Play_Ambiances			\Default Work Unit\Play_Ambiances	
	1265037602	Play_SFX_Sniff			\Default Work Unit\Play_SFX_Sniff	
	1381239611	Play_SFX_DeathScream			\Default Work Unit\Play_SFX_DeathScream	
	2239798495	Play_SFX_Chicken			\Default Work Unit\Play_SFX_Chicken	
	2385941226	Play_Rats			\Default Work Unit\Play_Rats	
	2570041344	Play_MenuMusic			\Default Work Unit\Play_MenuMusic	
	2577559157	Play_SFX_BellRinging			\Default Work Unit\Play_SFX_BellRinging	
	2735935537	Pause_Music			\Default Work Unit\Pause_Music	
	2770409516	Play_SFX_DropObject			\Default Work Unit\Play_SFX_DropObject	
	2932040671	Play_Music			\Default Work Unit\Play_Music	
	2940177080	Resume_Music			\Default Work Unit\Resume_Music	
	3854155799	Play_Footsteps			\Default Work Unit\Play_Footsteps	
	3860455926	Play_PickUp			\Default Work Unit\Play_PickUp	
	3992128610	Play_SFX_VillagerHey			\Default Work Unit\Play_SFX_VillagerHey	
	4038676508	Play_SFX_FryingFood01			\Default Work Unit\Play_SFX_FryingFood01	
	4233537492	Play_SFX_Crafting			\Default Work Unit\Play_SFX_Crafting	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	616493768	SFX_Sniff03	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Sniff03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Sniff\SFX_Sniff03		268436
	617972286	FS_Dirt_02	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\FS_Dirt_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\FS_Dirt_02		42550
	654764867	SFX_Rat01	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Rat01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Rats\SFX_Rat01		110408
	689375119	SFX_VillagerHey03	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_VillagerHey03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_VillagerHey\SFX_VillagerHey03		62652
	721140181	Heal10	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\Heal10_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\VillagerCured\Heal10		393388
	727364463	Heal01	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\Heal01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\VillagerCured\Heal01		393388
	735011620	FS_Dirt_01	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\FS_Dirt_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\FS_Dirt_01		35744
	735939267	SFX_Sniff05	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Sniff05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Sniff\SFX_Sniff05		161860
	755769483	SFX_ButtonClick	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_ButtonClick_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_ButtonClick\SFX_ButtonClick		88360
	783050804	NewAmb	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\NewAmb_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\NewAmb		1984660
	802140775	SFX_VillagerHey07	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_VillagerHey07_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_VillagerHey\SFX_VillagerHey07		60696
	828005797	SFX_VillagerHey02	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_VillagerHey02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_VillagerHey\SFX_VillagerHey02		66964
	828133567	SFX_VillagerGotSick	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_VillagerGotSick_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_VillagerGotSick		485260
	843669517	SFX_LiquidPouring	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_LiquidPouring_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_LiquidPouring		187588
	844330494	SFX_Crafting	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Crafting_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Crafting		132460
	851125579	PlaguePlease_v3	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\PlaguePlease_v3_D332EE63.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music\PlaguePlease_v3		20532000
	860551974	SFX_VillagerHey09	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_VillagerHey09_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_VillagerHey\SFX_VillagerHey09		57604
	870116243	Heal06	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\Heal06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\VillagerCured\Heal06		393388
	873847301	PlaguePlease_v02	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\PlaguePlease_v02_5D0E502C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music\PlaguePlease_v02		20531952
	908077452	SFX_Chicken03	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Chicken03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Chicken\SFX_Chicken03		103060
	913827179	SFX_VillagerHey05	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_VillagerHey05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_VillagerHey\SFX_VillagerHey05		62896
	918832011	SFX_Snip01	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Snip01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_GardenSnip\SFX_Snip01		33332
	958897491	FS_Dirt_03	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\FS_Dirt_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\FS_Dirt_03		43464
	963326854	SFX_Rat03	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Rat03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Rats\SFX_Rat03		90472
	968152764	MenuLoop	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\MenuLoop_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\MenuMusic\MenuLoop		1512256
	986601143	Heal09	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\Heal09_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\VillagerCured\Heal09		393388
	1017560216	AMB_Aerial_v01a	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\AMB_Aerial_v01a_E4539281.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMB_Aerial_v01a		970296
	1039244776	Heal11	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\Heal11_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\VillagerCured\Heal11		393388
	1042082823	Heal08	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\Heal08_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\VillagerCured\Heal08		393388
	1051148966	SFX_Snip02	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Snip02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_GardenSnip\SFX_Snip02		32412
	1057611068	SFX_Sniff06	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Sniff06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Sniff\SFX_Sniff06		176560
	1068690051	SFX_Sniff01	Y:\Documents\GitHub\MTLGame2\MTLGame2_WwiseProject\.cache\Mac\SFX\SFX_Sniff01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Sniff\SFX_Sniff01		99388

